trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
175,False,"{'a': 0.5, 'e': 0.6448265472400012}",25,11,-22.942106706945875,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.6409968581633251}",25,0,-74.44340850093785,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
177,False,"{'a': 0.5, 'e': 0.6371511441985802}",30,0,-215.52872333055666,"{0: 20, 1: 0, 2: 3, 3: 3, 4: 4}",1
178,False,"{'a': 0.5, 'e': 0.6332895014884152}",25,0,-26.902781879395654,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
179,False,"{'a': 0.5, 'e': 0.6294120265736969}",20,0,1.5969047058457775,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
180,False,"{'a': 0.5, 'e': 0.625518816391096}",30,0,-25.629221420128125,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.6216099682706644}",20,7,-5.289663859253569,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.6176855799334016}",25,0,29.415487807984302,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.6137457494888116}",20,0,-52.90209085236911,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.6097905754324501}",20,0,-59.334402721500226,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
185,False,"{'a': 0.5, 'e': 0.6058201566434628}",20,0,-37.0933185833587,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.6018345923821126}",30,17,10.539752136712396,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.5978339822872982}",20,8,-66.39606097287282,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
188,False,"{'a': 0.5, 'e': 0.5938184263740639}",20,2,-58.79281990170273,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
189,False,"{'a': 0.5, 'e': 0.5897880250310982}",25,3,-135.69836623867423,"{0: 15, 1: 0, 2: 2, 3: 3, 4: 2}",1
190,False,"{'a': 0.5, 'e': 0.5857428790182249}",20,12,1.1532668863765543,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.5816830894638835}",20,0,-67.45838723311532,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.5776087578626015}",25,5,21.535608172882654,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.5735199860724567}",30,0,-118.70909495788379,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
194,False,"{'a': 0.5, 'e': 0.5694168763125309}",20,6,26.681131710294878,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.5652995311603544}",30,24,11.047725865831396,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.5611680535493414}",25,14,4.705216484845377,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.5570225467662173}",35,27,15.667414656466857,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.5528631144484356}",25,13,-18.079897875763372,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.5486898605815875}",25,10,-69.59367935297858,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 2}",1
200,False,"{'a': 0.5, 'e': 0.5445028894968026}",20,11,5.457798622481831,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.5403023058681398}",30,13,-76.23862237046869,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 1}",1
202,False,"{'a': 0.5, 'e': 0.5360882147099707}",25,7,-47.956958603838714,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.5318607213743555}",30,9,-47.00285942797525,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
204,False,"{'a': 0.5, 'e': 0.5276199315484067}",20,0,-124.38354238342805,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
205,False,"{'a': 0.5, 'e': 0.5233659512516495}",25,8,-66.30634517348896,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
206,False,"{'a': 0.5, 'e': 0.5190988868333698}",20,10,-27.626325226081203,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.5148188449699553}",20,6,-26.505132258170978,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
208,False,"{'a': 0.5, 'e': 0.5105259326622303}",20,0,-54.38854364046316,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.5062202572327784}",20,0,-113.66888702784277,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
210,False,"{'a': 0.5, 'e': 0.5019019263232615}",20,11,-26.184055791172458,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.49757104789172696}",30,8,-25.889368269782526,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.4932277302099105}",25,13,-100.75930344705624,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 2}",1
213,False,"{'a': 0.5, 'e': 0.4888720818605275}",30,0,-127.59844102400167,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
214,False,"{'a': 0.5, 'e': 0.48450421173456026}",30,14,16.17487151902072,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.4801242290285341}",25,0,-16.839109395345957,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.4757322432417888}",25,0,-55.41474012641496,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
217,False,"{'a': 0.5, 'e': 0.47132836417373997}",25,8,-0.8982867687533032,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.4669127019211353}",20,0,-29.395107143968506,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.4624853668753008}",20,0,-87.18107413477527,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
220,False,"{'a': 0.5, 'e': 0.45804646971938234}",20,5,10.462956845208204,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.4535961214255773}",25,5,5.769747729832286,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.4491344332523616}",20,12,-0.18156799199661244,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.4446615167417068}",25,5,-2.484196122949194,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.440177483716293}",20,8,-3.334697293775518,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.4356824462767121}",20,0,-27.229790341054024,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
226,False,"{'a': 0.5, 'e': 0.4311765167986662}",25,0,6.1075615085402415,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
227,False,"{'a': 0.5, 'e': 0.42665980793015723}",30,4,-56.36049328792235,"{0: 20, 1: 0, 2: 3, 3: 3, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.422132432588672}",25,0,-118.60646548182595,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
229,False,"{'a': 0.5, 'e': 0.41759450395835795}",20,0,-45.70386486255531,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
230,False,"{'a': 0.5, 'e': 0.4130461354871949}",25,10,-16.26818451839886,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
231,False,"{'a': 0.5, 'e': 0.40848744088415717}",30,16,2.379077900354735,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.40391853411637296}",20,7,-84.33735426169113,"{0: 7, 1: 0, 2: 4, 3: 1, 4: 1}",1
233,False,"{'a': 0.5, 'e': 0.3993395294062732}",35,13,-24.252557041970185,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.39475054122873704}",20,2,-33.466164958429104,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.3901516843082303}",30,0,-15.662302473443651,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",1
236,False,"{'a': 0.5, 'e': 0.385543073615936}",20,9,18.023198757689396,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.38092482436688185}",25,12,-10.654110598819491,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.3762970520170581}",20,0,-79.67430723808741,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
239,False,"{'a': 0.5, 'e': 0.371659872260533}",25,0,-45.30960809226474,"{0: 21, 1: 0, 2: 1, 3: 3, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.3670134010265584}",20,9,-0.005661639634716664,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.3623577544766736}",25,0,-40.60730454750515,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
242,False,"{'a': 0.5, 'e': 0.3576930490017995}",20,8,8.687591250087081,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.3530194012193304}",20,7,-14.436655755959599,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.348336927970217}",30,16,10.702368715972609,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.34364574631604705}",25,20,10.389656330005506,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.3389459735361172}",30,24,10.315489817224721,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.3342377271245026}",20,0,-54.110091091737075,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
248,False,"{'a': 0.5, 'e': 0.32952112478711787}",25,13,-1.8556771359532749,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.32479628443877623}",25,11,9.879697692958745,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.32006332420023986}",30,16,14.486018515408523,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.3153223623952687}",35,15,4.42749088805372,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.3105735175476604}",20,10,-21.80501095094205,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
253,False,"{'a': 0.5, 'e': 0.30581690837828934}",30,7,27.66710935925084,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.3010526538021365}",20,11,16.142579624866492,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.29628087292531874}",20,13,-23.07342168385818,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.2915016850421088}",25,17,5.8147162657688485,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.2867152096319555}",20,0,31.835088734577898,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.2819215663564944}",25,18,1.6769235031739556,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.2771208750565576}",30,13,26.23235695204696,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.272313255749178}",30,9,17.80689294821345,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.26749882862458735}",30,14,-44.32844472938711,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
262,False,"{'a': 0.5, 'e': 0.26267771404321355}",20,10,10.765384781884098,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.25785003253266964}",20,5,23.21533003228695,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.25301590478474223}",25,0,-61.64302770349832,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
265,False,"{'a': 0.5, 'e': 0.2481754516523729}",20,13,14.812754819282762,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.24332879414663827}",30,4,-8.190112266792015,"{0: 22, 1: 1, 2: 2, 3: 1, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.23847605343372313}",20,0,13.670654608131683,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
268,False,"{'a': 0.5, 'e': 0.233617350831893}",20,2,-4.3570005379823185,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.22875280780845939}",30,19,16.30108851540816,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.22388254597674498}",20,12,2.56855595409764,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.2190066870930415}",35,0,35.724512726847934,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.21412535305356747}",20,12,1.6654293473602704,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.20923866589141926}",30,18,23.219095183264166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.20434674777352183}",25,15,12.518582157854583,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.19944972099757285}",25,0,36.59776606244597,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.19454770798898718}",35,9,34.8769340191753,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.18964083129783424}",20,6,22.760602976616415,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.1847292135957762}",20,4,-11.781266027298487,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.17981297767299936}",20,12,2.4238772714568397,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.17489224643514614}",20,12,16.603767411012846,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.16996714290024081}",25,14,-1.7411014088228114,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.16503779019561562}",25,11,23.264080829091625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.16010431155483126}",20,0,29.646563718517214,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.15516683031459658}",25,13,20.399978267837426,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.15022546991168584}",30,13,9.844700112404965,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.14528035387985133}",30,19,14.439943646594472,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.14033160584673673}",30,15,27.19807572126772,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.13537934953078465}",20,8,20.851320538388716,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.13042370873814554}",25,13,15.788323802617956,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.12546480735958065}",20,0,32.747782275824356,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.12050276936736662}",30,16,15.49060370605358,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.11553771881219435}",20,12,15.046732236170186,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.11056977982006959}",20,12,13.130223612918469,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.10559907658920793}",25,17,-8.450353140341942,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.10062573338693173}",20,12,5.183967194883379,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.09564987454656154}",20,2,30.869913407336043,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.09067162446430968}",25,11,15.732477502249706,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.08569110759616845}",20,10,23.083614664161917,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.08070844845480063}",20,0,35.48717140286653,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.5, 'e': 0.07572377160642477}",20,8,20.367314992507573,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.0707372016677029}",25,11,24.94181012897665,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.06574886330262336}",20,0,31.79286407855313,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
303,False,"{'a': 0.5, 'e': 0.0607588812193859}",20,0,34.034587987178824,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.05576738016728224}",30,21,19.943807582630065,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.05077448493357918}",20,9,7.006486903594837,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.04578032034039706}",25,18,14.206382815600097,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.040785011241591035}",25,10,32.911769193542305,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.03578868251962797}",20,6,26.305961962420373,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.03079145908246612}",20,10,15.847216197153728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.025793465860430936}",25,19,10.893193367789543,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,17,12.627186255188644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,3,31.00686803024557,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,10,16.07589271482281,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,13,14.811314696759329,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,13,14.794110720467227,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,15,21.65831332833087,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,18,14.279604932153315,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",30,19,18.90686076368478,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,12,15.673004477640198,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,8,31.013762592576562,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
